query,prompt,style,persona,sentence
"area:
  type: area
  value: Ar Rukubah, Jizan, Saudi Arabia
entities:
- id: 0
  is_area: true
  name: vineyard
  type: nwr
- id: 1
  is_area: false
  name: supermarket
  properties:
  - name: hotspot
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 8000 in
","Act as a investigative journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
You are searching for an area that fulfills all of the following search criteria:
Search area:
- Ar Rukubah, Jizan, Saudi Arabia
Objects:
- Obj. 0: vineyard
- Obj. 1: supermarket, hotspot
Distances:
- All objects are no more than eight thousand in from another.
Please take your time and make sure that all the provided information is contained in the sentence.",in simple language,investigative journalist,"Locate an area in Ar Rukubah, Jizan, Saudi Arabia, where a vineyard is within eight thousand meters of a supermarket that is also a hotspot."
"area:
  type: area
  value: Shokan, New York, United States
entities:
- id: 0
  is_area: true
  name: funnel ball court
  type: nwr
- id: 1
  is_area: false
  name: cycleway
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
You are searching for an area that fulfills all of the following search criteria:
Search area:
- Shokan, New York, United States
Objects:
- Obj. 0: funnel ball court
- Obj. 1: cycleway
Distances:
- Obj. 1 is within Obj. 0
Please take your time and make sure that all the provided information is contained in the sentence.","with very precise wording, short, to the point",political journalist,"""Locate a funnel ball court containing a cycleway in Shokan, New York, United States."""
"area:
  type: area
  value: ""Comuna Medie\u015Fu Aurit""
entities:
- id: 0
  is_area: false
  name: charity office
  type: nwr
- id: 1
  is_area: false
  name: cycle barrier
  type: nwr
","Act as a OSINT beginner: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
The text should contain a large amount of typos.
You are searching for an area that fulfills all of the following search criteria:
Search area:
- Comuna Medieşu Aurit
Objects:
- Obj. 0: charity office
- Obj. 1: cycle barrier
Please take your time and make sure that all the provided information is contained in the sentence.",with very elaborate wording,OSINT beginner,"Pleas find a spcific geograhpic locatin within the area known as Comuna Medieşu Aurit where there is an office that is designated for charitable purposes, and also, in close proximity to it, a cycle barrier, whihc might be used to regulate or control bicycle traffic in the vicinity."
"area:
  type: area
  value: Ternopilska oblast
entities:
- id: 0
  is_area: true
  name: sport field
  type: nwr
","Act as a investigative journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
The sentence must use all of the following search criteria:
Search area:
- Ternopilska oblast
Objects:
- Obj. 0: sport field
Please take your time and make sure that all the provided information is contained in the sentence.",in perfect grammar and clear wording,investigative journalist,"""Find a sport field in Ternopilska oblast."""
"area:
  type: area
  value: Maripipi, Eastern Visayas, Philippines
entities:
- id: 0
  is_area: true
  name: netball
  type: nwr
- id: 1
  is_area: false
  name: trade fair
  type: nwr
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The sentence must use all of the following search criteria:
Search area:
- Maripipi, Eastern Visayas, Philippines
Objects:
- Obj. 0: netball
- Obj. 1: trade fair
Please take your time and make sure that all the provided information is contained in the sentence.",in simple language,political journalist,"""Where in Maripipi, Eastern Visayas, Philippines, can I find a netball near a trade fair?"""
"area:
  type: area
  value: Croydon
entities:
- id: 0
  is_area: true
  name: unpaved road
  type: nwr
- id: 1
  is_area: true
  name: cop shop
  properties:
  - name: brand
    operator: '~'
    value: w Stre
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 1 in
","Act as a OSINT beginner: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The text should contain a medium amount of typos and grammar mistakes.
You are searching for a location that fulfills all of the following search criteria:
Search area:
- Croydon
Objects:
- Obj. 0: unpaved road
- Obj. 1: cop shop, brand: ends with the letters ""w Stre""
Distances:
- All objects are no more than 1 inches from another.
Please take your time and make sure that all the provided information is contained in the sentence.",in simple language,OSINT beginner,"Show me a place in Croydon where theres an unpaved road and a police station that ends with ""w Stre"" really close together, like 1 inch apart or less."
"area:
  type: area
  value: ""Boto\u0219ani County""
entities:
- id: 0
  is_area: false
  name: travel agency
  type: nwr
- id: 1
  is_area: true
  name: fortress
  type: nwr
- id: 2
  is_area: true
  name: shinto shrine
  type: nwr
- id: 3
  is_area: false
  name: florist
  properties:
  - name: brand
    operator: '~'
    value: San Francisco Bay Trail
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 250 m
- source: 1
  target: 2
  type: dist
  value: 7265 m
- source: 2
  target: 3
  type: dist
  value: 150 m
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The text should contain a large amount of typos and grammar mistakes.
The sentence must use all of the following search criteria:
Search area:
- Botoșani County
Objects:
- Obj. 0: travel agency
- Obj. 1: fortress
- Obj. 2: shinto shrine
- Obj. 3: florist, brand:  ""San Francisco Bay Trail""
Distances:
- Use this term to describe the spatial relation between Obj. 0 and 1 similar to (similar to ""X is _ Y""): on the opposite side
- Obj. 1 is about 7265 meters away from Obj. 2
- Use this term to describe the spatial relation between Obj. 2 and 3 similar to (similar to ""X is _ Y""): in front of
Please take your time and make sure that all the provided information is contained in the sentence.",in simple language,human rights abuse monitoring OSINT Expert,"lookin 4 a travel agncy in Botoșani County oppsite side of a fortress, the fortress is about 7265 meters away frm a shinto shrine, and the shinto shrine is in frnt of a florist with the brand ""San Francisco Bay Trail"""
"area:
  type: area
  value: ""Fr\u0103te\u015Fti, Giurgiu County, Romania""
entities:
- id: 0
  is_area: true
  name: consular post
  type: nwr
- id: 1
  is_area: false
  name: bungalow
  type: nwr
- id: 2
  is_area: true
  name: theatre house
  properties:
  - name: name
    operator: '~'
    value: est O
  type: nwr
- id: 3
  is_area: false
  name: electronics shop
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 3
  type: contains
- source: 1
  target: 3
  type: dist
  value: 250 m
","Act as a legal professional: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
You are searching for a place that fulfills all of the following search criteria:
Search area:
- Frăteşti, Giurgiu County, Romania
Objects:
- Obj. 0: consular post
- Obj. 1: bungalow
- Obj. 2: theatre house, name: ends with the letters ""est O""
- Obj. 3: electronics shop
Distances:
- Obj. 1 is in Obj. 0
- Obj. 3 is in Obj. 2
- Use this term to describe the spatial relation between Obj. 1 and 3 similar to (similar to ""X is _ Y""): on the opposite side
Please take your time and make sure that all the provided information is contained in the sentence.",in perfect grammar and clear wording,legal professional,"Search for a place in Frăteşti, Giurgiu County, Romania, where a bungalow is situated within a consular post, an electronics shop is located within a theatre house whose name ends with the letters ""est O,"" and the bungalow is on the opposite side of the electronics shop."
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: false
  name: police checkpoint
  type: nwr
- id: 1
  is_area: false
  name: outdoor store
  properties:
  - name: name
    operator: '~'
    value: ay
  type: nwr
- id: 2
  is_area: true
  name: business park
  type: nwr
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
The sentence must use all of the following search criteria:
Objects:
- Obj. 0: police checkpoint
- Obj. 1: outdoor store, name: ends with the letters ""ay""
- Obj. 2: business park
Please take your time and make sure that all the provided information is contained in the sentence.",as a chain of thoughts split into multiple sentences,political journalist,"Where can I find a police checkpoint? I need it to be near an outdoor store, which ends with the letters ""ay."" Also, is there a business park close by these locations?"
"area:
  type: area
  value: ""E\u2019erguna, Inner Mongolia, China""
entities:
- id: 0
  is_area: true
  name: table tennis
  type: nwr
- id: 1
  is_area: false
  name: pumping station
  type: nwr
- id: 2
  is_area: true
  name: shinto shrine
  type: nwr
- id: 3
  is_area: true
  name: taoist temple
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 3
  type: dist
  value: 4100 mi
- source: 3
  target: 1
  type: dist
  value: 9.3 km
","Act as a expert fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
You are searching for a place that fulfills all of the following search criteria:
Search area:
- E’erguna, Inner Mongolia, China
Objects:
- Obj. 0: table tennis
- Obj. 1: pumping station
- Obj. 2: shinto shrine
- Obj. 3: taoist temple
Distances:
- Obj. 1 is contained in Obj. 0
- Obj. 2 is at max four thousand, one hundred miles away Obj. 3
- Obj. 3 is 9.3 km away Obj. 1
Please take your time and make sure that all the provided information is contained in the sentence.",in perfect grammar and clear wording,expert fact checker,"Find a location in E’erguna, Inner Mongolia, China, where a table tennis facility contains a pumping station, a Shinto shrine is no more than 4,100 miles away from a Taoist temple, and the Taoist temple is 9.3 kilometers away from the pumping station."
"area:
  type: area
  value: Auckland Region
entities:
- id: 0
  is_area: true
  name: ruins
  type: nwr
- id: 1
  is_area: false
  name: financial office
  type: nwr
- id: 2
  is_area: false
  name: water tank
  type: nwr
- id: 3
  is_area: true
  name: power cable
  properties:
  - name: brand
    operator: '~'
    value: lblic
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 64931 cm
- source: 0
  target: 2
  type: dist
  value: 64931 cm
- source: 0
  target: 3
  type: dist
  value: 64931 cm
","Act as a investigative journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
The sentence must use all of the following search criteria:
Search area:
- Auckland Region
Objects:
- Obj. 0: ruins
- Obj. 1: financial office
- Obj. 2: water tank
- Obj. 3: power cable, brand: ends with the letters ""lblic""
Distances:
- All objects are within 64931 centimeters.
Please take your time and make sure that all the provided information is contained in the sentence.","with very precise wording, short, to the point",investigative journalist,"""Locate ruins, a financial office, a water tank, and a power cable ending with 'lblic' within 64931 centimeters in the Auckland Region."""
"area:
  type: area
  value: Antignano
entities:
- id: 0
  is_area: false
  name: office of a political party
  type: nwr
- id: 1
  is_area: false
  name: electricity pole
  properties:
  - name: height
    operator: '>'
    value: 528.97 km
  type: nwr
- id: 2
  is_area: false
  name: department store
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 13.0 yd
- source: 1
  target: 2
  type: dist
  value: 1000 m
","Act as a hobby fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The text should contain a small amount of typos and grammar mistakes.
You are searching for an area that fulfills all of the following search criteria:
Search area:
- Antignano
Objects:
- Obj. 0: office of a political party
- Obj. 1: electricity pole, height: over 528.97 kilometers
- Obj. 2: department store
Distances:
- Obj. 0 is 13.0 yd from Obj. 1
- Use this term to describe the spatial relation between Obj. 1 and 2 similar to (similar to ""X is _ Y""): on the edge
Please take your time and make sure that all the provided information is contained in the sentence.",in simple language,hobby fact checker,"Find an area in Antignano where there is an office of a political party 13.0 yd from an electricity pole with a height over 528.97 kilometers, and a department store on the edge of the electricity pole."
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: false
  name: sidewalk
  type: nwr
- id: 1
  is_area: false
  name: railroad light
  type: nwr
- id: 2
  is_area: true
  name: mall
  properties:
  - name: brand
    operator: '~'
    value: Route de Saint-Hilaire
  - name: floors
    operator: '='
    value: '90'
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 753.5 km
- source: 1
  target: 2
  type: dist
  value: 2500 yd
","Act as a OSINT beginner: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
The text should contain a large amount of typos.
The sentence must use all of the following search criteria:
Objects:
- Obj. 0: sidewalk
- Obj. 1: railroad light
- Obj. 2: mall, brand:  ""Route de Saint-Hilaire"", floors: 90
Distances:
- Obj. 0 is at least 753.5 km away from Obj. 1
- Obj. 1 is two thousand, five hundred yd away from Obj. 2
Please take your time and make sure that all the provided information is contained in the sentence.","with very precise wording, short, to the point",OSINT beginner,"Find sidwalk minimum 753.5km from railroad light, railroad light 2500yd from mall ""Route de Saint-Hilaire"" 90 floors."
"area:
  type: area
  value: Heves County
entities:
- id: 0
  is_area: true
  name: baseball facility
  properties:
  - name: name
    operator: '~'
    value: mwood L
  - name: sport field
  - name: greenfield
  type: nwr
- id: 1
  is_area: false
  name: drinking water
  type: nwr
- id: 2
  is_area: true
  name: square
  type: nwr
- id: 3
  is_area: false
  name: border stone
  properties:
  - name: brand name
    operator: '~'
    value: LG
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 3
  type: contains
- source: 1
  target: 3
  type: dist
  value: 3100 km
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
You are searching for a place that fulfills all of the following search criteria:
Search area:
- Heves County
Objects:
- Obj. 0: baseball facility, name: ends with the letters ""mwood L"", sport field, greenfield
- Obj. 1: drinking water
- Obj. 2: square
- Obj. 3: border stone, brand name: begins with the letters ""LG""
Distances:
- Obj. 1 is contained in Obj. 0
- Obj. 3 is contained in Obj. 2
- Obj. 1 is three thousand, one hundred kilometers away Obj. 3
Please take your time and make sure that all the provided information is contained in the sentence.",with very elaborate wording,human rights abuse monitoring OSINT Expert,"Search for a location within Heves County that features a greenfield sport field and baseball facility whose name concludes with the letters ""mwood L."" This location must also encompass a source of drinking water within its boundaries. Additionally, identify a square containing a border stone with a brand name that starts with the letters ""LG,"" ensuring that this border stone is situated three thousand, one hundred kilometers away from the drinking water source contained within the aforementioned baseball facility."
"area:
  type: area
  value: Meridan Plains
entities:
- id: 0
  is_area: false
  name: farm auxiliary
  type: nwr
- id: 1
  is_area: true
  name: collective garden
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 3.7 ft
","Act as a legal professional: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in simple language.
The sentence must use all of the following search criteria:
Search area:
- Meridan Plains
Objects:
- Obj. 0: farm auxiliary
- Obj. 1: collective garden
Distances:
- All objects are in a radius of 3.7 feet.
Please take your time and make sure that all the provided information is contained in the sentence.",in simple language,legal professional,Find a farm auxiliary and a collective garden within 3.7 feet of each other in Meridan Plains.
"area:
  type: area
  value: Linda-a-Velha
entities:
- id: 0
  is_area: true
  name: cycle stand
  type: nwr
- id: 1
  is_area: false
  name: chalet
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
The sentence must use all of the following search criteria:
Search area:
- Linda-a-Velha
Objects:
- Obj. 0: cycle stand
- Obj. 1: chalet
Distances:
- Obj. 1 is inside Obj. 0
Please take your time and make sure that all the provided information is contained in the sentence.","with very precise wording, short, to the point",human rights abuse monitoring OSINT Expert,Find a chalet within a cycle stand in Linda-a-Velha.
"area:
  type: area
  value: Douchy, Centre-Val de Loire, France
entities:
- id: 0
  is_area: true
  name: back garden
  type: nwr
- id: 1
  is_area: false
  name: supermarket
  type: nwr
- id: 2
  is_area: true
  name: monorail
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 1
  type: dist
  value: 25 m
","Act as a legal professional: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
The text should contain a small amount of typos.
You are searching for an area that fulfills all of the following search criteria:
Search area:
- Douchy, Centre-Val de Loire, France
Objects:
- Obj. 0: back garden
- Obj. 1: supermarket
- Obj. 2: monorail
Distances:
- Obj. 1 is contained in Obj. 0
- Use this term to describe the spatial relation between Obj. 2 and 1 similar to (similar to ""X is _ Y""): enclosed by
Please take your time and make sure that all the provided information is contained in the sentence.",as a chain of thoughts split into multiple sentences,legal professional,"I'm looking for an area in Douchy, Centre-Val de Loire, France. I'm interested in a back garden that contains a supermarket. Additionally, the supermarket should be enclosed by a monorail."
"area:
  type: area
  value: Stavropol Krai
entities:
- id: 0
  is_area: true
  name: military range
  type: nwr
- id: 1
  is_area: false
  name: train yard
  properties:
  - name: overpass
  - name: underground
  - name: train tunnel
  - name: name
    operator: '~'
    value: ol
  type: nwr
- id: 2
  is_area: false
  name: clinic
  type: nwr
- id: 3
  is_area: true
  name: paintball field
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 0
  target: 2
  type: contains
- source: 3
  target: 1
  type: dist
  value: 5800 in
","Act as a hobby fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
The text should contain a large amount of typos.
The sentence must use all of the following search criteria:
Search area:
- Stavropol Krai
Objects:
- Obj. 0: military range
- Obj. 1: train yard, overpass, underground, train tunnel, name: contains the letters ""ol""
- Obj. 2: clinic
- Obj. 3: paintball field
Distances:
- Obj. 1 is contained in Obj. 0
- Obj. 2 is contained in Obj. 0
- Obj. 3 is at max five thousand, eight hundred in away Obj. 1
Please take your time and make sure that all the provided information is contained in the sentence.","with very precise wording, short, to the point",hobby fact checker,"Find militry range with train yard, overpas, undergroud, train tunel name contans ""ol"", clinic inside, paintbal fiel max 5800m away in Stavropol Krai."
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: true
  name: horse racing
  type: nwr
","Act as a investigative journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
The sentence must use all of the following search criteria:
Objects:
- Obj. 0: horse racing
Please take your time and make sure that all the provided information is contained in the sentence.",with very elaborate wording,investigative journalist,"Please locate the geographic area distinguished by its frequent horse racing events, characterized by expansive tracks, well-maintained stables, and a bustling atmosphere filled with spectators, situated near a prominent city known for its cultural heritage and vibrant nightlife, often surrounded by lush green landscapes and accessible through major highways."
"area:
  type: area
  value: Pir Mishan, Iran
entities:
- id: 0
  is_area: true
  name: rugby league field
  type: nwr
- id: 1
  is_area: false
  name: tram stop
  type: nwr
- id: 2
  is_area: false
  name: city gate
  type: nwr
- id: 3
  is_area: true
  name: educational district
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 0
  target: 2
  type: contains
- source: 3
  target: 1
  type: dist
  value: 13486 km
","Act as a political journalist: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
The sentence must use all of the following search criteria:
Search area:
- Pir Mishan, Iran
Objects:
- Obj. 0: rugby league field
- Obj. 1: tram stop
- Obj. 2: city gate
- Obj. 3: educational district
Distances:
- Obj. 1 is within Obj. 0
- Obj. 2 is within Obj. 0
- Obj. 3 is 13486 km away from Obj. 1
Please take your time and make sure that all the provided information is contained in the sentence.",with very elaborate wording,political journalist,"In the vicinity of Pir Mishan, Iran, I seek the precise location of a rugby league field that encompasses both a tram stop and a city gate within its bounds, while also identifying an educational district that lies exactly 13,486 kilometers distant from the aforementioned tram stop."
"area:
  type: area
  value: Bukidnon
entities:
- id: 0
  is_area: true
  name: post office
  properties:
  - name: brand
    operator: '~'
    value: e
  - name: house number
    operator: '='
    value: 101/11
  type: nwr
- id: 1
  is_area: false
  name: parking ticket
  type: nwr
- id: 2
  is_area: true
  name: barn
  type: nwr
- id: 3
  is_area: false
  name: street lamp
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 3
  type: contains
- source: 1
  target: 3
  type: dist
  value: 100 m
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request in perfect grammar and clear wording.
You are searching for a place that fulfills all of the following search criteria:
Search area:
- Bukidnon
Objects:
- Obj. 0: post office, brand: ends with the letters ""e"", house number: 101/11
- Obj. 1: parking ticket
- Obj. 2: barn
- Obj. 3: street lamp
Distances:
- Obj. 1 is inside Obj. 0
- Obj. 3 is inside Obj. 2
- Use this term to describe the spatial relation between Obj. 1 and 3 similar to (similar to ""X is _ Y""): near
Please take your time and make sure that all the provided information is contained in the sentence.",in perfect grammar and clear wording,human rights abuse monitoring OSINT Expert,"Find a location in Bukidnon where there is a post office with a brand name ending in the letter ""e"" and a house number 101/11, which contains a parking ticket, and nearby there is a barn that contains a street lamp."
"area:
  type: area
  value: Ouargla
entities:
- id: 0
  is_area: false
  name: train switch
  type: nwr
- id: 1
  is_area: false
  name: portal
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 8450.5 m
","Act as a expert fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very precise wording, short, to the point.
The sentence must use all of the following search criteria:
Search area:
- Ouargla
Objects:
- Obj. 0: train switch
- Obj. 1: portal
Distances:
- All objects are 8450.5 meters from each other.
Please take your time and make sure that all the provided information is contained in the sentence.","with very precise wording, short, to the point",expert fact checker,Find a train switch and a portal in Ouargla that are 8450.5 meters apart.
"area:
  type: bbox
  value: ''
entities:
- id: 0
  is_area: true
  name: power line terminal
  type: nwr
- id: 1
  is_area: false
  name: slurry
  type: nwr
- id: 2
  is_area: true
  name: power line
  type: nwr
relations:
- source: 0
  target: 1
  type: contains
- source: 2
  target: 1
  type: dist
  value: 0.02 m
","Act as a human rights abuse monitoring OSINT Expert: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
The text should contain a small amount of typos.
You are searching for a place that fulfills all of the following search criteria:
Objects:
- Obj. 0: power line terminal
- Obj. 1: slurry
- Obj. 2: power line
Distances:
- Obj. 1 is within Obj. 0
- Obj. 2 is at max 0.02 m from Obj. 1
Please take your time and make sure that all the provided information is contained in the sentence.",as a chain of thoughts split into multiple sentences,human rights abuse monitoring OSINT Expert,"I'm searching for a location. It has a power line terminal. Inside the power line terminal, there is slurry. Nearby, within 0.02 meters from the slurry, there is a power line."
"area:
  type: area
  value: Depok
entities:
- id: 0
  is_area: false
  name: jewelry shop
  type: nwr
- id: 1
  is_area: false
  name: wall
  type: nwr
- id: 2
  is_area: false
  name: yield sign
  type: nwr
","Act as a hobby fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
The sentence must use all of the following search criteria:
Search area:
- Depok
Objects:
- Obj. 0: jewelry shop
- Obj. 1: wall
- Obj. 2: yield sign
Please take your time and make sure that all the provided information is contained in the sentence.",with very elaborate wording,hobby fact checker,Could you please find a jewelry shop in Depok that is adjacent to a wall and situated near a yield sign?
"area:
  type: area
  value: Rochlitz, Saxony, Germany
entities:
- id: 0
  is_area: false
  name: beehive
  type: nwr
- id: 1
  is_area: false
  name: wildlife crossing
  type: nwr
- id: 2
  is_area: true
  name: field hockey
  type: nwr
relations:
- source: 0
  target: 1
  type: dist
  value: 96 cm
- source: 0
  target: 2
  type: dist
  value: 96 cm
","Act as a legal professional: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request with very elaborate wording.
The text should contain a small amount of typos.
You are searching for an area that fulfills all of the following search criteria:
Search area:
- Rochlitz, Saxony, Germany
Objects:
- Obj. 0: beehive
- Obj. 1: wildlife crossing
- Obj. 2: field hockey
Distances:
- All objects are within 96 centimeters.
Please take your time and make sure that all the provided information is contained in the sentence.",with very elaborate wording,legal professional,"I am seeking a geographical area located in Rochlitz, Saxony, Germany that encompasses a beehive, a wildlife crossing, and a field hockey field, all situated within a proximate distance of 96 centimeters from each other."
"area:
  type: area
  value: Aviston, Illinois, United States
entities:
- id: 0
  is_area: true
  name: soccer facility
  type: nwr
","Act as a hobby fact checker: Return a sentence simulating a user using a natural language interface to search for specific geographic locations by describing objects, their properties and the spatial relation between objects.
If one object has multiple tags assigned to it, they need to be put in a logical connection.
Do not affirm this request and return nothing but the answers.
Write the search request as a chain of thoughts split into multiple sentences.
You are searching for a place that fulfills all of the following search criteria:
Search area:
- Aviston, Illinois, United States
Objects:
- Obj. 0: soccer facility
Please take your time and make sure that all the provided information is contained in the sentence.",as a chain of thoughts split into multiple sentences,hobby fact checker,"I'm searching for a place in Aviston, Illinois, United States. I'm specifically looking for a soccer facility."
